donor_id,age_group,gender,name,email,country,donation_type,donation_amount,donation_date,payment_method,newsletter_opt_in,referral_channel,sector,campaign
999bd9dc-8ed7-4321-9603-df5b5d559a4b,30-49,Female,Jessica Huerta,jessica.huerta742@yahoo.com,USA,Monthly,19.75,2023-10-10,Bank Transfer,True,Social Media,Hospitality,Reforest the Sanctuary
8e6e6688-52ba-47dd-8bfa-ca8bb0d87d0c,30-49,Female,Isabella Andrade,isabella.andrade801@charitymail.org,Canada,Monthly,135.63,2024-06-10,Bank Transfer,False,Word of mouth,Environment,Defend the Great Apes
26bf9e73-aab9-4c4f-88a9-66f101784f4d,50-65,Female,Virginia Kim,virginia.kim413@yahoo.com,South Africa,Monthly,86.46,2024-12-30,Credit Card,False,Website,Hospitality,Defend the Great Apes
3c4c2fbd-cc20-4a5e-b909-3829edaab9d9,30-49,Male,Sergio Thompson,sergio.thompson785@gmail.com,UK,One-time,23.55,2024-03-04,Credit Card,True,Newsletter,Education,Wildlife Rescue Van Drive
b9e838b7-5fe3-421c-9a97-3bce7f734b3f,50-65,Male,Scott Rose,scott.rose426@yahoo.com,India,One-time,33.78,2025-04-01,Cheque,True,Online advertising,Consulting,Marine Mammal Defense Mission
281a20a3-f176-4b90-bc03-3b294ce1d237,66-80,Female,Susan Banks,susan.banks993@charitymail.org,UK,One-time,14.37,2024-04-13,Cheque,False,Website,Pharmaceuticals,Habitat for Hope
5c24c791-ad07-420c-86e8-31dc69906f0e,18-29,Male,Samuel Porter,samuel.porter317@outlook.com,USA,One-time,17.1,2024-02-07,Paypal,True,Local event,Logistics,Rescue Orphaned Gorillas
ec5d7929-0282-43df-8218-d0891a4b18c0,50-65,Female,Brittany Meyer,brittany.meyer843@outlook.com,USA,Monthly,142.81,2025-05-23,Credit Card,True,Local event,Technology,Rescue Orphaned Gorillas
50eb67db-7aed-472c-8a33-132fef43e918,30-49,Female,Dr. Molly Williams DDS,dr..dds543@gmail.com,South Africa,One-time,7.62,2024-04-07,Paypal,True,Website,Real Estate,Rescue Orphaned Gorillas
56a296b3-ad7a-4a9d-bf46-cacd068b3631,66-80,Male,Timothy Bell,timothy.bell39@hotmail.com,UK,Monthly,37.06,2024-07-18,Cheque,True,Local event,Healthcare,Jungle Education Project
a449bb3a-e78b-4dbd-8fe0-04bb0062dacc,50-65,Male,Francisco Smith,francisco.smith274@outlook.com,Germany,One-time,4.03,2024-07-28,Cheque,True,Website,Real Estate,Wildlife Rescue Van Drive
40ee7792-428f-44b1-b758-d606cdc04ee1,30-49,Male,Jason Wheeler,jason.wheeler458@hotmail.com,UK,Monthly,38.3,2024-06-17,Cheque,True,Social Media,Consulting,Rescue Orphaned Gorillas
f46c7693-8c4d-4864-bad8-f57fc59e673f,30-49,Female,Christy Schmidt,christy.schmidt335@charitymail.org,South Africa,Monthly,50.32,2024-04-24,Paypal,True,Local event,Pharmaceuticals,Marine Mammal Defense Mission
3e033cb5-549b-4577-8346-755a637f5a8a,50-65,Female,Janet Walters,janet.walters776@yahoo.com,New Zealand,Monthly,50.63,2025-05-02,Bank Transfer,False,Word of mouth,Media & Communication,Defend the Great Apes
f95c720c-688e-472c-92f6-9d0dbe669b98,30-49,Female,Ruth Ramos,ruth.ramos650@gmail.com,South Africa,One-time,28.34,2023-12-02,Bank Transfer,False,Social Media,Retail,Habitat for Hope
ee6d6442-dd84-456c-8b10-0e5927fdd5ff,50-65,Female,Laura Valencia,laura.valencia851@hotmail.com,New Zealand,Monthly,128.5,2024-11-05,Cheque,False,Website,Environment,Rescue Orphaned Gorillas
0021fbb4-584d-45a9-9303-001eecc444f1,30-49,Female,Carolyn Wilson,carolyn.wilson212@outlook.com,India,One-time,30.55,2023-10-28,Cheque,True,Online advertising,Healthcare,Habitat for Hope
fca84da2-49cd-4d14-beb0-0c347fad34c8,50-65,Female,Christine Mercado,christine.mercado240@yahoo.com,India,Monthly,118.75,2024-02-01,Bank Transfer,False,Newsletter,Finance/Banking,Reforest the Sanctuary
a2262e37-e885-4934-91ca-2ab60238676a,50-65,Female,Carmen Burke,carmen.burke370@gmail.com,USA,One-time,21.32,2023-06-20,Bank Transfer,False,Online advertising,Law,Jungle Education Project
a43f9e0b-e8bd-4d78-9d42-a08d7a6b6010,50-65,Male,Paul Johnson,paul.johnson104@outlook.com,France,One-time,20.06,2024-08-03,Paypal,False,Social Media,Technology,Jungle Education Project
3c7a6960-736d-49a1-bc9f-b61596664830,50-65,Female,Angela Kelly,angela.kelly90@outlook.com,Australia,One-time,8.68,2025-05-31,Cheque,True,Newsletter,Consulting,Rescue Orphaned Gorillas
94a23860-512c-463e-af90-d5cebdd1d430,50-65,Male,Alan Patel,alan.patel308@outlook.com,Canada,Monthly,72.06,2023-09-09,Paypal,False,Newsletter,Education,Jungle Education Project
638cc8e0-3b5a-402f-b87f-8c66fa1b98ea,30-49,Female,Jessica Evans,jessica.evans954@hotmail.com,UK,One-time,5.39,2024-05-01,Paypal,True,Local event,Energy,Habitat for Hope
ce65ac31-734d-43fc-8623-135d599e7faa,30-49,Male,Jeremy Rice,jeremy.rice74@outlook.com,USA,One-time,9.74,2024-01-22,Paypal,False,Newsletter,Agriculture,Jungle Education Project
73e30da8-5cb9-489c-9f41-6927a792841a,50-65,Female,Melanie Reed,melanie.reed781@hotmail.com,France,Monthly,179.73,2023-09-11,Cheque,True,Online advertising,Healthcare,Jungle Education Project
f545c4ad-4391-47d4-832f-8d68f58d7587,66-80,Female,Lynn Nichols,lynn.nichols357@yahoo.com,UK,One-time,8.61,2025-01-17,Cheque,True,Local event,Pharmaceuticals,Jungle Education Project
51f439e0-9082-4856-9821-18083e3f9fcf,30-49,Female,Jeanette Ellison,jeanette.ellison146@charitymail.org,USA,One-time,10.89,2023-10-28,Paypal,True,Newsletter,Science & Research,Reforest the Sanctuary
28664c3c-a3e4-4dd2-b047-51a93cac3dc0,18-29,Female,Karen Webb,karen.webb674@gmail.com,UK,One-time,5.85,2023-08-15,Paypal,True,Word of mouth,Law,Defend the Great Apes
d0980e6f-e707-4d91-a22c-47585e8346d9,18-29,Male,Donald Gibson,donald.gibson514@hotmail.com,UK,Monthly,69.14,2023-08-10,Credit Card,False,Word of mouth,Media & Communication,Defend the Great Apes
84e70033-d525-414a-9012-b451c186313a,50-65,Male,Marc Reilly,marc.reilly214@hotmail.com,USA,One-time,25.23,2024-05-25,Paypal,False,Word of mouth,Government,Jungle Education Project
20781f1f-388f-42ed-b931-60f3d92d0e72,50-65,Male,Kevin Barnett,kevin.barnett710@gmail.com,France,One-time,12.71,2024-12-02,Bank Transfer,True,Website,Retail,Reforest the Sanctuary
96d57278-52dd-4c90-8f4a-d88deb0b8863,30-49,Male,Andrew Maxwell,andrew.maxwell876@charitymail.org,USA,One-time,8.74,2023-06-26,Credit Card,False,Newsletter,Education,Habitat for Hope
5d441b28-8cef-4ab9-9274-20a1613986e9,30-49,Male,Patrick Kim,patrick.kim562@gmail.com,Finland,Monthly,86.77,2024-01-11,Credit Card,False,Website,Real Estate,Defend the Great Apes
2f55e5f6-ecf1-43ee-8d8b-f41f46f9cb99,30-49,Female,Latoya Armstrong,latoya.armstrong732@gmail.com,Germany,One-time,3.42,2024-01-16,Cheque,False,Local event,Consulting,Wildlife Rescue Van Drive
303ddadd-227d-4c8f-bb0d-8db61a67f58d,66-80,Male,Matthew Kane,matthew.kane834@gmail.com,UK,One-time,30.05,2024-09-05,Credit Card,True,Social Media,Retail,Jungle Education Project
56137abd-680b-420a-8354-22f5faa01764,18-29,Male,Stephen Brown,stephen.brown790@gmail.com,UK,Monthly,40.92,2023-12-08,Paypal,True,Online advertising,Real Estate,Wildlife Rescue Van Drive
78e8f5fa-f1e4-4154-9cce-e93c5e514265,30-49,Female,Raven Mcdowell,raven.mcdowell483@yahoo.com,Germany,One-time,36.1,2024-02-02,Bank Transfer,False,Online advertising,Media & Communication,Jungle Education Project
cf805dce-ff5e-45ed-a55d-129592009a78,50-65,Male,Kevin Weaver,kevin.weaver372@charitymail.org,Germany,One-time,14.62,2023-10-10,Cheque,True,Website,Media & Communication,Reforest the Sanctuary
7d765345-867d-48bc-8006-1bf4ea8dd895,30-49,Female,Michele Wheeler,michele.wheeler619@outlook.com,USA,Monthly,35.33,2024-07-31,Credit Card,True,Website,Hospitality,Marine Mammal Defense Mission
2573ed56-8d51-4fb4-9c0c-644da6d1ebd5,18-29,Female,Erika Ruiz,erika.ruiz55@hotmail.com,South Africa,One-time,25.42,2025-01-06,Paypal,False,Website,Real Estate,Defend the Great Apes
0c228b72-3f5f-4fdc-acc7-c698f07fbeba,50-65,Female,Victoria Marshall,victoria.marshall673@hotmail.com,USA,Monthly,143.78,2024-08-20,Bank Transfer,True,Word of mouth,Logistics,Defend the Great Apes
de1d9d12-3f4c-4fb5-b988-3c8183f5eff3,18-29,Male,Daniel Davidson,daniel.davidson210@yahoo.com,France,One-time,20.63,2024-05-02,Credit Card,False,Social Media,Nonprofit,Rescue Orphaned Gorillas
80d4a6dc-7fa3-4d5c-beea-ac2491c311b6,30-49,Female,Alyssa Porter,alyssa.porter356@yahoo.com,Canada,Monthly,112.2,2025-01-30,Bank Transfer,True,Newsletter,Nonprofit,Habitat for Hope
a4808949-afa5-4d29-8e24-c8b8c10b6887,66-80,Male,William Gibbs,william.gibbs602@hotmail.com,UK,One-time,7.79,2024-01-17,Cheque,True,Online advertising,Consulting,Reforest the Sanctuary
f917a8b2-e50c-42f4-9c1b-add7f1f5a5a1,18-29,Female,Miss Jill Taylor MD,miss.md358@outlook.com,Germany,One-time,14.27,2024-12-02,Cheque,False,Newsletter,Government,Jungle Education Project
b5ee7ca9-3b37-48fd-9cb6-1e9371026c76,30-49,Male,Dr. Michael Smith,dr..smith695@gmail.com,USA,One-time,21.72,2023-10-29,Credit Card,False,Local event,Hospitality,Jungle Education Project
4a2671b5-587b-421c-a888-e146844c9783,30-49,Male,Jared Hernandez,jared.hernandez305@charitymail.org,UK,One-time,18.24,2024-03-26,Credit Card,True,Online advertising,Hospitality,Defend the Great Apes
7ff7d204-6ce4-4175-99ea-2072bce2d349,30-49,Male,Marc Lambert,marc.lambert448@charitymail.org,Australia,One-time,27.51,2023-09-14,Credit Card,False,Social Media,Government,Wildlife Rescue Van Drive
b99f8386-f50d-4407-8549-1809d71522ad,30-49,Female,Emma Silva,emma.silva612@yahoo.com,Netherlands,One-time,6.22,2025-05-09,Paypal,True,Word of mouth,Finance/Banking,Reforest the Sanctuary
e117e144-b778-423b-972e-fc798db9c39b,30-49,Male,Donald Walsh,donald.walsh676@charitymail.org,Australia,Monthly,198.65,2024-08-22,Cheque,True,Local event,Construction,Jungle Education Project
80355d33-abd7-44e5-818a-92e7fb72b675,50-65,Female,Kristen Lambert,kristen.lambert490@hotmail.com,UK,One-time,4.85,2024-01-26,Credit Card,False,Website,Arts & Culture,Habitat for Hope
00917af9-ce71-4428-8cf5-7403b0d092f8,30-49,Male,Michael Hubbard,michael.hubbard609@outlook.com,France,Monthly,125.99,2024-03-10,Paypal,True,Local event,Environment,Reforest the Sanctuary
3788678f-8585-4b00-aff8-0ca12455dd36,18-29,Male,George Sims,george.sims439@charitymail.org,Germany,Monthly,90.39,2025-03-15,Bank Transfer,False,Local event,Hospitality,Defend the Great Apes
596537cd-0627-4f82-b947-6347b2be318e,30-49,Female,Amanda Chavez,amanda.chavez167@gmail.com,USA,One-time,64.95,2023-08-16,Paypal,False,Social Media,Consulting,Wildlife Rescue Van Drive
c78c22c6-1098-4d74-ae82-193472cc9729,50-65,Male,Angel Obrien,angel.obrien208@hotmail.com,Brazil,One-time,22.34,2023-09-19,Credit Card,False,Website,Law,Marine Mammal Defense Mission
d3f422c8-0731-4459-8809-029e732cccb9,50-65,Male,James Allen,james.allen659@yahoo.com,Australia,Monthly,167.43,2025-04-28,Paypal,True,Online advertising,Pharmaceuticals,Jungle Education Project
e09ea49d-91b4-4fc2-b325-cd5a3971ec1c,50-65,Female,Terry Giles,terry.giles799@charitymail.org,Australia,One-time,24.59,2025-02-02,Bank Transfer,True,Social Media,Finance/Banking,Wildlife Rescue Van Drive
4f67f26c-2baf-4888-92d1-3183b99c92b8,30-49,Male,Brian Good,brian.good8@outlook.com,USA,Monthly,101.07,2023-08-18,Paypal,True,Word of mouth,Science & Research,Jungle Education Project
31351389-b040-4f3a-ad15-22a1e2e8d232,30-49,Female,Karen Smith,karen.smith194@yahoo.com,USA,One-time,14.58,2024-08-05,Bank Transfer,True,Newsletter,Pharmaceuticals,Rescue Orphaned Gorillas
42c410db-8f2c-442a-a872-7ee30888e9ba,66-80,Male,Joseph Schmidt,joseph.schmidt883@charitymail.org,France,Monthly,113.8,2024-10-29,Bank Transfer,True,Newsletter,Healthcare,Defend the Great Apes
edca1574-8411-466d-8351-47f7eef3dd4e,50-65,Male,William Coleman,william.coleman828@gmail.com,USA,One-time,48.33,2023-09-16,Paypal,False,Local event,Technology,Marine Mammal Defense Mission
0bc1ee33-69ec-46a9-aaad-67ba56024538,50-65,Female,Christina Foster,christina.foster457@charitymail.org,France,One-time,72.69,2025-04-30,Cheque,False,Word of mouth,Technology,Wildlife Rescue Van Drive
c8df9c54-72eb-4428-9b10-e35c906a49ef,50-65,Female,Jacqueline Villa,jacqueline.villa42@hotmail.com,Canada,One-time,8.4,2023-12-13,Bank Transfer,True,Word of mouth,Science & Research,Rescue Orphaned Gorillas
f18567d9-5186-482a-80c4-f5d9cf9615ca,30-49,Male,Richard Roberts,richard.roberts219@hotmail.com,Canada,One-time,7.76,2024-12-13,Bank Transfer,True,Local event,Healthcare,Marine Mammal Defense Mission
fa2b218d-5a92-45f1-a17e-a378a8b04733,30-49,Female,Stacy Olson,stacy.olson918@charitymail.org,New Zealand,One-time,45.83,2023-06-26,Paypal,True,Social Media,Construction,Jungle Education Project
9d66d6f0-a6a7-4b93-887f-5cd7bfaeca43,30-49,Male,Garrett Bryan,garrett.bryan694@yahoo.com,USA,One-time,118.5,2024-12-08,Cheque,True,Online advertising,Government,Defend the Great Apes
87523b4d-5349-4cc4-8e51-0e8751f5cb7e,30-49,Male,Alexander Fernandez,alexander.fernandez526@charitymail.org,USA,One-time,49.58,2024-05-10,Credit Card,True,Local event,Nonprofit,Marine Mammal Defense Mission
a118bb8b-78fe-462d-88c0-765b5c1b2024,18-29,Female,Kari Carter,kari.carter167@hotmail.com,Germany,Monthly,32.47,2023-10-04,Bank Transfer,True,Local event,Healthcare,Reforest the Sanctuary
15ecf897-4948-4a08-8b00-249d0433d97c,30-49,Female,Brittany Pugh,brittany.pugh203@gmail.com,USA,One-time,45.42,2024-03-14,Credit Card,True,Social Media,Hospitality,Rescue Orphaned Gorillas
1deff5b4-3ea4-47d4-9471-48e24d8fc6e9,30-49,Male,Nicholas Mayer,nicholas.mayer539@gmail.com,Finland,One-time,42.31,2024-04-09,Paypal,True,Website,Pharmaceuticals,Defend the Great Apes
160379b4-1d55-46af-9277-9fe5ae3750ce,50-65,Female,Megan Patterson,megan.patterson826@outlook.com,Germany,Monthly,140.03,2024-02-23,Cheque,False,Website,Retail,Marine Mammal Defense Mission
0442e80b-48d7-434c-a5dd-05313b200dc9,30-49,Female,Janet Kim,janet.kim976@outlook.com,Finland,One-time,14.71,2024-11-14,Cheque,True,Local event,Hospitality,Marine Mammal Defense Mission
4fd7fa9e-d44a-4f1d-9f26-808c0a9b3d13,50-65,Male,Matthew Williams,matthew.williams429@charitymail.org,Brazil,One-time,13.47,2024-02-18,Paypal,True,Online advertising,Healthcare,Marine Mammal Defense Mission
7a41388f-a04e-43bd-a14f-bee823457bfe,18-29,Male,Travis Spencer,travis.spencer188@outlook.com,India,Monthly,51.19,2023-07-04,Cheque,True,Online advertising,Hospitality,Wildlife Rescue Van Drive
4f673cae-6269-4e84-a69b-fb90ed4639fc,30-49,Male,Kenneth Maldonado,kenneth.maldonado697@charitymail.org,Brazil,One-time,31.53,2024-09-03,Paypal,False,Social Media,Arts & Culture,Marine Mammal Defense Mission
da3051c3-b22d-4541-bd35-c99f59292739,30-49,Male,David Kim,david.kim928@hotmail.com,India,One-time,192.46,2025-04-02,Cheque,False,Website,Law,Marine Mammal Defense Mission
64cc3dc5-a7c9-4eed-89db-d38739aaeb92,50-65,Female,Theresa Knapp,theresa.knapp902@gmail.com,UK,One-time,31.59,2023-11-19,Credit Card,False,Online advertising,Environment,Reforest the Sanctuary
5340cb95-5ce1-44e7-8ded-3f772a2c974c,50-65,Other,Edward Taylor,edward.taylor136@charitymail.org,UK,One-time,156.62,2025-01-01,Bank Transfer,True,Website,Environment,Marine Mammal Defense Mission
597767e7-3c57-4737-b88e-f1bcbac3c397,50-65,Male,Brent Johnson,brent.johnson411@outlook.com,Australia,One-time,88.48,2023-08-04,Cheque,False,Newsletter,Consulting,Jungle Education Project
a59b7d72-45ab-4c0d-82b8-f53b2f192ad2,18-29,Male,Edward Day,edward.day427@yahoo.com,Germany,One-time,2.49,2024-09-24,Credit Card,False,Word of mouth,Agriculture,Defend the Great Apes
abd35669-3f6e-4190-b3cd-167b66c0aec2,30-49,Female,Lydia Mckinney,lydia.mckinney680@outlook.com,Netherlands,One-time,7.8,2024-09-04,Bank Transfer,False,Social Media,Real Estate,Rescue Orphaned Gorillas
f2b7cb0c-e83d-4e3e-9779-809c363334e7,50-65,Male,Nicholas Green,nicholas.green951@outlook.com,USA,One-time,8.7,2024-11-18,Paypal,True,Online advertising,Healthcare,Rescue Orphaned Gorillas
c2b6f793-de26-4406-8cd5-c981b969f326,50-65,Other,Michael Salas,michael.salas160@charitymail.org,Netherlands,Monthly,8.6,2024-07-19,Paypal,False,Website,Hospitality,Jungle Education Project
029f745d-4d35-4375-9abf-d7aa50f10435,66-80,Female,Kathleen Martin,kathleen.martin601@hotmail.com,Brazil,One-time,39.59,2024-11-01,Bank Transfer,True,Online advertising,Education,Marine Mammal Defense Mission
72a42452-f1fa-407f-8080-910b945d5cbb,50-65,Other,Parker Williams,parker.williams13@outlook.com,USA,One-time,84.19,2023-11-19,Bank Transfer,True,Newsletter,Healthcare,Rescue Orphaned Gorillas
65e3539f-e335-40b4-9d9e-ecb4f7f687e6,66-80,Female,Alexis Lawrence,alexis.lawrence210@yahoo.com,Australia,One-time,20.6,2025-05-26,Paypal,False,Local event,Agriculture,Reforest the Sanctuary
dba1586f-3ad5-49e2-848f-bc73e4b0796b,50-65,Male,Thomas Garcia,thomas.garcia394@yahoo.com,France,One-time,42.19,2024-09-18,Bank Transfer,False,Newsletter,Government,Rescue Orphaned Gorillas
0dfd7bf6-5d65-498b-988e-e0bf8cad12ee,50-65,Male,Lance Shelton,lance.shelton279@yahoo.com,New Zealand,One-time,10.71,2023-08-30,Cheque,True,Local event,Real Estate,Reforest the Sanctuary
706ee9a0-5ea4-49df-a749-7654fecdd103,30-49,Female,Debbie Ortiz,debbie.ortiz553@outlook.com,Canada,One-time,38.33,2023-12-04,Credit Card,True,Word of mouth,Healthcare,Reforest the Sanctuary
97efdfbe-6705-4665-b0fd-f5e620923175,50-65,Female,Hannah Fisher,hannah.fisher344@charitymail.org,New Zealand,Monthly,15.95,2024-06-17,Credit Card,True,Online advertising,Media & Communication,Rescue Orphaned Gorillas
95813f92-e2e9-4fe4-b1b0-235dc183b479,66-80,Female,Patricia Martin,patricia.martin363@hotmail.com,UK,Monthly,13.72,2024-03-03,Cheque,True,Newsletter,Logistics,Rescue Orphaned Gorillas
5d25ed3e-47b4-4f1d-bd00-15294f1fd126,50-65,Male,Patrick Silva,patrick.silva932@hotmail.com,France,One-time,124.36,2023-07-15,Credit Card,False,Online advertising,Retail,Rescue Orphaned Gorillas
775bfba9-1ea6-4222-b38b-d624c89ce859,30-49,Male,Justin Wagner,justin.wagner963@yahoo.com,Brazil,One-time,17.7,2025-04-08,Cheque,True,Newsletter,Construction,Jungle Education Project
6c9f0ca8-eece-41db-9813-82827efc35a4,18-29,Female,Ann Rogers,ann.rogers715@outlook.com,New Zealand,One-time,1.4,2023-07-14,Cheque,False,Website,Arts & Culture,Defend the Great Apes
e881d4de-d593-4f73-83da-b136151dcdb3,30-49,Female,Janet Acevedo,janet.acevedo900@hotmail.com,South Africa,One-time,9.4,2024-12-31,Paypal,False,Online advertising,Hospitality,Jungle Education Project
c41c97a9-4332-420b-83d1-14f4d9214aec,50-65,Female,Stephanie Cook,stephanie.cook268@outlook.com,Germany,One-time,85.65,2023-09-02,Bank Transfer,False,Newsletter,Pharmaceuticals,Defend the Great Apes
bd6739d9-800e-44c8-a8db-68f8aea3d11f,30-49,Female,Debbie Schmitt,debbie.schmitt443@outlook.com,Brazil,Monthly,187.68,2024-09-22,Cheque,False,Social Media,Arts & Culture,Defend the Great Apes
5e7e0704-fc6c-42c8-ba78-71a4492a9c8a,50-65,Female,Rebecca Rodgers,rebecca.rodgers882@gmail.com,Canada,Monthly,48.21,2023-12-22,Bank Transfer,False,Online advertising,Nonprofit,Wildlife Rescue Van Drive
ee994e2f-381d-468d-95d1-3fdb1d501b3a,30-49,Male,Ryan Yates,ryan.yates905@charitymail.org,UK,One-time,6.22,2024-12-02,Cheque,True,Online advertising,Media & Communication,Marine Mammal Defense Mission
2291c893-6db6-4d4c-9417-ff687c2febce,30-49,Female,Amanda Larson,amanda.larson140@hotmail.com,Netherlands,Monthly,163.14,2023-07-03,Credit Card,True,Word of mouth,Real Estate,Jungle Education Project
ee4ff59e-6465-4541-981f-6add3f1c9fa1,50-65,Female,Kimberly Lee,kimberly.lee721@yahoo.com,France,One-time,7.69,2024-02-10,Paypal,True,Word of mouth,Technology,Defend the Great Apes
b47d14a0-009f-4bd9-aab9-af93ab8cd00e,30-49,Male,Steven Montoya,steven.montoya817@yahoo.com,South Africa,One-time,8.76,2025-01-24,Paypal,True,Word of mouth,Technology,Habitat for Hope
e4bf7a1b-c34d-427f-9848-9d2242f399bb,30-49,Female,Megan Collins,megan.collins511@outlook.com,UK,One-time,18.91,2024-01-01,Bank Transfer,True,Word of mouth,Real Estate,Defend the Great Apes
27a8ffcf-484c-478f-b0f7-d6e65a3094f1,30-49,Female,Jessica Martinez,jessica.martinez200@hotmail.com,Brazil,One-time,37.31,2024-02-10,Credit Card,False,Online advertising,Hospitality,Wildlife Rescue Van Drive
b8498f8c-6e24-4d18-b1d5-117cd137a1f1,50-65,Female,Angelica Gonzalez,angelica.gonzalez186@gmail.com,France,Monthly,219.32,2023-10-07,Paypal,True,Online advertising,Media & Communication,Rescue Orphaned Gorillas
583cc91a-5c2e-4c46-b01c-3c95dcf36167,30-49,Female,Kim Mcmillan,kim.mcmillan442@outlook.com,USA,One-time,8.44,2023-08-09,Bank Transfer,True,Newsletter,Logistics,Habitat for Hope
a0e0c05e-f7bd-40fd-9ee8-5c0821ed17e4,18-29,Male,Michael Nelson,michael.nelson741@gmail.com,India,One-time,30.84,2024-03-08,Bank Transfer,True,Online advertising,Law,Defend the Great Apes
80d97074-8a89-4143-a711-d03866e70e38,30-49,Male,John Smith,john.smith991@hotmail.com,France,Monthly,17.96,2024-09-26,Credit Card,True,Local event,Technology,Reforest the Sanctuary
0363f8ee-b276-4405-ac03-25faec337edc,50-65,Male,Donald Mcdowell,donald.mcdowell708@hotmail.com,USA,One-time,5.54,2024-05-03,Paypal,True,Local event,Real Estate,Habitat for Hope
a9f93896-b138-4e6f-8859-b9f04e8debc9,66-80,Male,Christian Lopez,christian.lopez206@yahoo.com,Canada,One-time,80.59,2023-10-30,Credit Card,True,Social Media,Media & Communication,Defend the Great Apes
26c52ced-3f8c-4b76-8873-b8b0bbb9c175,30-49,Female,Katherine Mayer,katherine.mayer55@outlook.com,USA,One-time,34.6,2024-04-10,Credit Card,False,Word of mouth,Retail,Habitat for Hope
7278de08-72e6-473a-a018-863d68d02a04,50-65,Female,Danielle Moore,danielle.moore427@outlook.com,UK,One-time,101.02,2025-04-17,Paypal,False,Website,Science & Research,Marine Mammal Defense Mission
cb22537a-81b1-4160-a959-6e8355f342ab,66-80,Male,Eddie Macias,eddie.macias827@outlook.com,USA,One-time,6.04,2024-06-23,Bank Transfer,False,Social Media,Consulting,Habitat for Hope
7243ef08-f833-4653-8994-e7d262827ba8,30-49,Male,Mark Carter,mark.carter601@outlook.com,Brazil,One-time,2.76,2024-09-27,Credit Card,False,Newsletter,Environment,Wildlife Rescue Van Drive
44bb84b2-4a1e-4e91-933e-db88f9c2f1f5,66-80,Male,Edward Parks,edward.parks768@outlook.com,USA,Monthly,173.24,2024-09-03,Paypal,True,Online advertising,Logistics,Marine Mammal Defense Mission
7eb212b7-e283-4ffc-a31f-f2e958b95614,66-80,Male,Benjamin Butler,benjamin.butler984@hotmail.com,USA,One-time,3.47,2023-10-10,Paypal,True,Word of mouth,Hospitality,Wildlife Rescue Van Drive
b595c8ae-42b8-4e76-812f-ac3b68abac0a,30-49,Female,Monica Wilkerson,monica.wilkerson933@gmail.com,South Africa,Monthly,8.41,2025-02-02,Credit Card,True,Word of mouth,Agriculture,Marine Mammal Defense Mission
706b771e-e5c6-48a4-ac35-8ce8a62db9df,50-65,Female,Mrs. Melissa Hall,mrs..hall343@gmail.com,Canada,One-time,64.35,2024-10-02,Credit Card,False,Website,Healthcare,Wildlife Rescue Van Drive
b691f8fb-e6e5-42fc-9f99-eadd6596d05e,30-49,Male,Cody Lee,cody.lee706@hotmail.com,Canada,One-time,45.55,2024-11-18,Cheque,True,Word of mouth,Science & Research,Jungle Education Project
4d6a8c85-3e4a-4853-976f-639403cad659,30-49,Female,Ashley Cole,ashley.cole314@yahoo.com,Germany,One-time,57.32,2023-07-18,Cheque,False,Newsletter,Real Estate,Wildlife Rescue Van Drive
51a34cf3-a778-4d6f-9a10-2949331fe7c7,30-49,Female,Melanie Walker,melanie.walker851@gmail.com,UK,One-time,12.81,2025-01-19,Credit Card,True,Website,Construction,Rescue Orphaned Gorillas
671edfd3-65e4-4fe8-9afb-81b604067fdb,66-80,Female,Stacy Davis,stacy.davis823@charitymail.org,USA,One-time,44.61,2024-01-08,Cheque,True,Word of mouth,Energy,Rescue Orphaned Gorillas
1e861ea4-de64-4c67-8eee-21c389a9b21c,18-29,Male,Christopher Henderson,christopher.henderson519@hotmail.com,USA,Monthly,21.19,2025-03-15,Bank Transfer,False,Website,Hospitality,Wildlife Rescue Van Drive
df942c96-a4fa-4880-9d56-8064ea195e1c,50-65,Female,Kelsey Steele,kelsey.steele973@yahoo.com,Germany,One-time,2.13,2024-03-11,Cheque,True,Local event,Technology,Jungle Education Project
3db02f45-e4e3-4a7a-ab0b-e82ae2a2be81,50-65,Male,Brian Hill,brian.hill295@charitymail.org,South Africa,Monthly,67.31,2024-08-02,Credit Card,False,Online advertising,Education,Marine Mammal Defense Mission
dc39ae23-162a-495f-8f22-762542954e0c,30-49,Female,Anna Washington,anna.washington738@gmail.com,France,One-time,46.99,2024-02-05,Credit Card,True,Newsletter,Construction,Jungle Education Project
6b94c953-8007-4501-8326-e3246d227438,30-49,Female,Alison Gray,alison.gray442@charitymail.org,USA,One-time,14.44,2025-02-25,Cheque,True,Social Media,Finance/Banking,Reforest the Sanctuary
24224f75-f358-49ff-89b2-130565ad7673,30-49,Female,Jamie Brown,jamie.brown304@charitymail.org,USA,One-time,9.44,2024-04-13,Bank Transfer,True,Word of mouth,Consulting,Habitat for Hope
9ae97391-a39b-44bc-8d5c-a2667e94b9bc,50-65,Female,Carrie Thomas DVM,carrie.dvm954@yahoo.com,USA,One-time,37.0,2023-09-22,Bank Transfer,False,Local event,Hospitality,Habitat for Hope
b2416aed-fe3d-43e5-8cdd-fdd5c8256291,66-80,Female,Tina Garcia,tina.garcia370@charitymail.org,New Zealand,Monthly,34.06,2023-10-03,Paypal,False,Online advertising,Arts & Culture,Marine Mammal Defense Mission
